486,dom
116,obiad
32,sąd
21,stół
18,zjazd
12,wyjazd
10,nastrój
7,domowy
7,pokój
6,piknik
5,album
5,interes
4,człowiek
4,portret
4,spacer
3,ciepły
3,ogród
3,sad
3,samochód
3,spokój
2,bezpieczny
2,biznes
2,chleb
2,"dom dziecka"
2,domek
2,dzieci
2,klimat
2,mama
2,spotkanie
2,święta
