147,rodzinny
133,mieszkanie
106,rodzina
26,spokój
23,ciepło
21,ogród
19,mój
17,dach
14,mama
13,bezpieczeństwo
13,duży
12,pokój
12,pusty
10,zły
9,budynek
8,chata
7,własny
6,matka
5,mieszkać
5,rodzice
4,azyl
4,domek
4,komin
4,ognisko
4,przytulny
4,schronienie
4,stół
4,wieś
3,ciepły
3,daleko
3,dziecka
3,miłość
3,otwarty
3,Tom
3,wielki
2,cegła
2,chatka
2,drewno
2,drzwi
2,jednorodzinny
2,miejsce
2,obiad
2,osiedle
2,ostoja
2,podwórko
2,powrót
2,radość
2,stan
2,szczęście
2,ściany
2,twierdza
